"region","system","network","isIO","instanceId","hourlyPrice","weeklyPrice","standard","monthlyPrice","yearlyPrice","2yearPrice","3yearPrice","4yearPrice","5yearPrice"
"ap-southeast-1","windows","vpc","true","ecs.i2.8xlarge","25.63","4114.59","14695.0","13960.25","132255.0","211608.0","238059.0","253929.6","264510.0"
"ap-southeast-1","windows","vpc","true","ecs.r5.8xlarge","27.272","4264.79","15231.43","14469.86","137082.87","219332.59","246749.17","263199.11","274165.74"
"ap-southeast-1","windows","vpc","true","ecs.hfg5.14xlarge","41.077","6907.36","24669.17","23435.71","222022.53","355236.05","399640.55","426283.26","444045.06"
"ap-southeast-1","windows","vpc","true","ecs.c5.16xlarge","35.497","5967.79","21313.58","20247.9","191822.22","306915.55","345280.0","368298.66","383644.44"
"ap-southeast-1","windows","vpc","true","ecs.g5.16xlarge","46.968","7507.64","26813.03","25472.38","241317.27","386107.63","434371.09","463329.16","482634.54"
"ap-southeast-1","windows","vpc","true","ecs.r5.16xlarge","54.544","8529.61","30462.92","28939.77","274166.28","438666.05","493499.3","526399.26","548332.56"
"ap-southeast-1","windows","vpc","true","ecs.i2.16xlarge","51.25","8229.19","29390.0","27920.5","264510.0","423216.0","476118.0","507859.2","529020.0"
"ap-southeast-1","windows","vpc","true","ecs.xn4.small","0.14","23.23","83.0","83.0","846.6","1394.4","1494.0","1992.0","2490.0"
"ap-southeast-1","windows","vpc","true","ecs.n4.small","0.272","46.19","165.0","165.0","1683.0","2772.0","2970.0","3960.0","4950.0"
"ap-southeast-1","windows","vpc","true","ecs.mn4.small","0.749","117.59","420.0","420.0","4284.0","7056.0","7560.0","10080.0","12600.0"
"ap-southeast-1","windows","vpc","true","ecs.e4.small","0.869","135.79","485.0","485.0","4947.0","8148.0","8730.0","11640.0","14550.0"
"ap-southeast-1","windows","vpc","true","ecs.n4.large","0.544","92.67","331.0","331.0","3376.2","5560.8","5958.0","7944.0","9930.0"
"ap-southeast-1","windows","vpc","true","ecs.sn1ne.large","1.288","217.28","776.05","737.25","6984.45","11175.12","12572.01","13410.14","13968.9"
"ap-southeast-1","windows","vpc","true","ecs.mn4.large","1.497","235.19","840.0","840.0","8568.0","14112.0","15120.0","20160.0","25200.0"
"ap-southeast-1","windows","vpc","true","ecs.sn2ne.large","1.572","251.15","896.99","852.14","8072.91","12916.66","14531.24","15499.99","16145.82"
"ap-southeast-1","windows","vpc","true","ecs.se1ne.large","1.825","285.33","1019.07","968.12","9171.63","14674.61","16508.93","17609.53","18343.26"
"ap-southeast-1","windows","vpc","true","ecs.se1.large","1.738","271.87","971.0","971.0","9904.2","16312.8","17478.0","23304.0","29130.0"
"ap-southeast-1","windows","vpc","true","ecs.n4.xlarge","2.441","351.95","1257.0","1257.0","12821.4","21117.6","22626.0","30168.0","37710.0"
"ap-southeast-1","windows","vpc","true","ecs.c4.xlarge","2.86","485.64","1734.46","1647.74","15610.14","24976.22","28098.25","29971.47","31220.28"
"ap-southeast-1","windows","vpc","true","ecs.sn1ne.xlarge","2.581","434.58","1552.11","1474.5","13968.99","22350.38","25144.18","26820.46","27937.98"
"ap-southeast-1","windows","vpc","true","ecs.sn2ne.xlarge","3.143","502.3","1793.98","1704.28","16145.82","25833.31","29062.48","30999.97","32291.64"
"ap-southeast-1","windows","vpc","true","ecs.mn4.xlarge","2.993","467.31","1669.0","1669.0","17023.8","28039.2","30042.0","40056.0","50070.0"
"ap-southeast-1","windows","vpc","true","ecs.cm4.xlarge","3.55","574.05","2050.21","1947.7","18451.89","29523.02","33213.4","35427.63","36903.78"
"ap-southeast-1","windows","vpc","true","ecs.i1.xlarge","3.0","504.55","1802.0","1711.9","16218.0","25948.8","29192.4","31138.56","32436.0"
"ap-southeast-1","windows","vpc","true","ecs.gn5-c4g1.xlarge","16.36","2199.39","7855.0","7462.25","70695.0","113112.0","127251.0","135734.4","141390.0"
"ap-southeast-1","windows","vpc","true","ecs.ce4.xlarge","4.16","652.2","2329.33","2212.86","20963.97","33542.35","37735.15","40250.82","41927.94"
"ap-southeast-1","windows","vpc","true","ecs.se1ne.xlarge","3.65","570.69","2038.22","1936.31","18343.98","29350.37","33019.16","35220.44","36687.96"
"ap-southeast-1","windows","vpc","true","ecs.se1.xlarge","3.476","543.47","1941.0","1941.0","19798.2","32608.8","34938.0","46584.0","58230.0"
"ap-southeast-1","windows","vpc","true","ecs.sn1ne.2xlarge","5.161","867.9","3099.68","2944.7","27897.12","44635.39","50214.82","53562.47","55794.24"
"ap-southeast-1","windows","vpc","true","ecs.c4.2xlarge","5.71","971.29","3468.92","3295.47","31220.28","49952.45","56196.5","59942.94","62440.56"
"ap-southeast-1","windows","vpc","true","ecs.n4.2xlarge","4.899","706.43","2523.0","2523.0","25734.6","42386.4","45414.0","60552.0","75690.0"
"ap-southeast-1","windows","vpc","true","ecs.mn4.2xlarge","5.986","937.43","3348.0","3348.0","34149.6","56246.4","60264.0","80352.0","100440.0"
"ap-southeast-1","windows","vpc","true","ecs.i1.2xlarge","6.0","1009.39","3605.0","3424.75","32445.0","51912.0","58401.0","62294.4","64890.0"
"ap-southeast-1","windows","vpc","true","ecs.sn2ne.2xlarge","6.286","1004.62","3587.98","3408.58","32291.82","51666.91","58125.28","62000.29","64583.64"
"ap-southeast-1","windows","vpc","true","ecs.cm4.2xlarge","7.17","1148.13","4100.5","3895.47","36904.5","59047.2","66428.1","70856.64","73809.0"
"ap-southeast-1","windows","vpc","true","ecs.d1.2xlarge","6.24","1050.27","3751.0","3563.45","33759.0","54014.4","60766.2","64817.28","67518.0"
"ap-southeast-1","windows","vpc","true","ecs.d1ne.2xlarge","6.372","1070.95","3824.87","3633.63","34423.83","55078.13","61962.89","66093.75","68847.66"
"ap-southeast-1","windows","vpc","true","ecs.gn5-c8g1.2xlarge","19.7","2648.51","9459.0","8986.05","85131.0","136209.6","153235.8","163451.52","170262.0"
"ap-southeast-1","windows","vpc","true","ecs.gn5-c4g1.2xlarge","32.73","4399.07","15711.0","14925.45","141399.0","226238.4","254518.2","271486.08","282798.0"
"ap-southeast-1","windows","vpc","true","ecs.se1.2xlarge","6.952","1086.95","3882.0","3882.0","39596.4","65217.6","69876.0","93168.0","116460.0"
"ap-southeast-1","windows","vpc","true","ecs.se1ne.2xlarge","7.3","1141.4","4076.45","3872.63","36688.05","58700.88","66038.49","70441.06","73376.1"
"ap-southeast-1","windows","vpc","true","ecs.ce4.2xlarge","8.316","1304.41","4658.66","4425.73","41927.94","67084.7","75470.29","80501.64","83855.88"
"ap-southeast-1","windows","vpc","true","ecs.sn1ne.3xlarge","7.728","1303.75","4656.3","4423.48","41906.7","67050.72","75432.06","80460.86","83813.4"
"ap-southeast-1","windows","vpc","true","ecs.c4.3xlarge","8.565","1456.94","5203.38","4943.21","46830.42","74928.67","84294.76","89914.41","93660.84"
"ap-southeast-1","windows","vpc","true","ecs.i1.3xlarge","9.01","1514.51","5409.0","5138.55","48681.0","77889.6","87625.8","93467.52","97362.0"
"ap-southeast-1","windows","vpc","true","ecs.cm4.3xlarge","10.656","1722.17","6150.63","5843.1","55355.67","88569.07","99640.21","106282.89","110711.34"
"ap-southeast-1","windows","vpc","true","ecs.sn2ne.3xlarge","9.432","1506.93","5381.94","5112.84","48437.46","77499.94","87187.43","92999.92","96874.92"
"ap-southeast-1","windows","vpc","true","ecs.d1.3xlarge","9.36","1575.41","5626.5","5345.17","50638.5","81021.6","91149.3","97225.92","101277.0"
"ap-southeast-1","windows","vpc","true","ecs.se1ne.3xlarge","10.95","1712.03","6114.42","5808.7","55029.78","88047.65","99053.6","105657.18","110059.56"
"ap-southeast-1","windows","vpc","true","ecs.c4.4xlarge","11.42","1942.59","6937.85","6590.96","62440.65","99905.04","112393.17","119886.05","124881.3"
"ap-southeast-1","windows","vpc","true","ecs.n4.4xlarge","9.781","1410.63","5038.0","5038.0","51387.6","84638.4","90684.0","120912.0","151140.0"
"ap-southeast-1","windows","vpc","true","ecs.sn1ne.4xlarge","10.321","1735.81","6199.36","5889.39","55794.24","89270.78","100429.63","107124.94","111588.48"
"ap-southeast-1","windows","vpc","true","ecs.d1.4xlarge","12.5","2100.55","7502.0","7126.9","67518.0","108028.8","121532.4","129634.56","135036.0"
"ap-southeast-1","windows","vpc","true","ecs.sn2ne.4xlarge","12.571","2009.28","7176.04","6817.24","64584.36","103334.98","116251.85","124001.97","129168.72"
"ap-southeast-1","windows","vpc","true","ecs.i1-c5d1.4xlarge","13.07","2197.43","7848.0","7455.6","70632.0","113011.2","127137.6","135613.44","141264.0"
"ap-southeast-1","windows","vpc","true","ecs.cm4.4xlarge","14.35","2296.29","8201.08","7791.03","73809.72","118095.55","132857.5","141714.66","147619.44"
"ap-southeast-1","windows","vpc","true","ecs.i1.4xlarge","12.01","2018.79","7210.0","6849.5","64890.0","103824.0","116802.0","124588.8","129780.0"
"ap-southeast-1","windows","vpc","true","ecs.mn4.4xlarge","11.972","1877.67","6706.0","6706.0","68401.2","112660.8","120708.0","160944.0","201180.0"
"ap-southeast-1","windows","vpc","true","ecs.d1ne.4xlarge","12.75","2141.94","7649.81","7267.32","68848.29","110157.26","123926.92","132188.72","137696.58"
"ap-southeast-1","windows","vpc","true","ecs.gn5-c8g1.4xlarge","39.41","5297.03","18918.0","17972.1","170262.0","272419.2","306471.6","326903.04","340524.0"
"ap-southeast-1","windows","vpc","true","ecs.se1ne.4xlarge","14.599","2282.79","8152.84","7745.2","73375.56","117400.9","132076.01","140881.08","146751.12"
"ap-southeast-1","windows","vpc","true","ecs.se1.4xlarge","13.903","2174.19","7765.0","7765.0","79203.0","130452.0","139770.0","186360.0","232950.0"
"ap-southeast-1","windows","vpc","true","ecs.sn1ne.6xlarge","15.456","2607.52","9312.6","8846.97","83813.4","134101.44","150864.12","160921.73","167626.8"
"ap-southeast-1","windows","vpc","true","ecs.sn2ne.6xlarge","18.864","3013.88","10763.88","10225.69","96874.92","154999.87","174374.86","185999.85","193749.84"
"ap-southeast-1","windows","vpc","true","ecs.cm4.6xlarge","21.52","3444.44","12301.59","11686.51","110714.31","177142.9","199285.76","212571.48","221428.62"
"ap-southeast-1","windows","vpc","true","ecs.i1.6xlarge","18.0","3027.35","10812.0","10271.4","97308.0","155692.8","175154.4","186831.36","194616.0"
"ap-southeast-1","windows","vpc","true","ecs.d1.6xlarge","18.75","3151.11","11254.0","10691.3","101286.0","162057.6","182314.8","194469.12","202572.0"
"ap-southeast-1","windows","vpc","true","ecs.d1ne.6xlarge","19.122","3212.9","11474.67","10900.94","103272.03","165235.25","185889.65","198282.3","206544.06"
"ap-southeast-1","windows","vpc","true","ecs.se1ne.6xlarge","21.9","3424.07","12228.84","11617.4","110059.56","176095.3","198107.21","211314.36","220119.12"
"ap-southeast-1","windows","vpc","true","ecs.gn5-c28g1.7xlarge","30.57","4108.71","14674.0","13940.3","132066.0","211305.6","237718.8","253566.72","264132.0"
"ap-southeast-1","windows","vpc","true","ecs.n4.8xlarge","19.578","2823.79","10085.0","10085.0","102867.0","169428.0","181530.0","242040.0","302550.0"
"ap-southeast-1","windows","vpc","true","ecs.sn1ne.8xlarge","21.785","3705.45","13233.79","12572.1","119104.11","190566.58","214387.4","228679.89","238208.22"
"ap-southeast-1","windows","vpc","true","ecs.sn2ne.8xlarge","25.142","4018.58","14352.1","13634.49","129168.9","206670.24","232504.02","248004.29","258337.8"
"ap-southeast-1","windows","vpc","true","ecs.d1.8xlarge","25.0","4201.67","15006.0","14255.7","135054.0","216086.4","243097.2","259303.68","270108.0"
"ap-southeast-1","windows","vpc","true","ecs.i1-c10d1.8xlarge","24.97","4196.35","14987.0","14237.65","134883.0","215812.8","242789.4","258975.36","269766.0"
"ap-southeast-1","windows","vpc","true","ecs.i1.8xlarge","24.03","4038.15","14422.0","13700.9","129798.0","207676.8","233636.4","249212.16","259596.0"
"ap-southeast-1","windows","vpc","true","ecs.mn4.8xlarge","23.944","3755.35","13412.0","13412.0","136802.4","225321.6","241416.0","321888.0","402360.0"
"ap-southeast-1","windows","vpc","true","ecs.d1-c8d3.8xlarge","24.0","4033.67","14406.0","13685.7","129654.0","207446.4","233377.2","248935.68","259308.0"
"ap-southeast-1","windows","vpc","true","ecs.d1ne-c8d3.8xlarge","24.51","4113.19","14690.0","13955.5","132210.0","211536.0","237978.0","253843.2","264420.0"
"ap-southeast-1","windows","vpc","true","ecs.d1ne.8xlarge","25.5","4283.9","15299.67","14534.69","137697.03","220315.25","247854.65","264378.3","275394.06"
"ap-southeast-1","windows","vpc","true","ecs.gn5-c8g1.8xlarge","78.82","10594.07","37836.0","35944.2","340524.0","544838.4","612943.2","653806.08","681048.0"
"ap-southeast-1","windows","vpc","true","ecs.se1ne.8xlarge","29.196","4565.58","16305.69","15490.41","146751.21","234801.94","264152.18","281762.32","293502.42"
"ap-southeast-1","windows","vpc","true","ecs.se1.8xlarge","27.805","4348.11","15529.0","15529.0","158395.8","260887.2","279522.0","372696.0","465870.0"
"ap-southeast-1","windows","vpc","true","ecs.gn5-c8g1.14xlarge","157.64","21188.43","75673.0","71889.35","681057.0","1089691.2","1225902.6","1307629.44","1362114.0"
"ap-southeast-1","windows","vpc","true","ecs.d1-c14d3.14xlarge","36.4","6117.43","21848.0","20755.6","196632.0","314611.2","353937.6","377533.44","393264.0"
"ap-southeast-1","windows","vpc","true","ecs.d1ne-c14d3.14xlarge","37.17","6237.83","22278.0","21164.1","200502.0","320803.2","360903.6","384963.84","401004.0"
"ap-southeast-1","windows","vpc","true","ecs.d1.14xlarge","43.76","7352.79","26260.0","24947.0","236340.0","378144.0","425412.0","453772.8","472680.0"
"ap-southeast-1","windows","vpc","true","ecs.sn2ne.14xlarge","43.997","7032.45","25115.92","23860.12","226043.28","361669.25","406877.9","434003.1","452086.56"
"ap-southeast-1","windows","vpc","true","ecs.gn5-c28g1.14xlarge","61.14","8217.43","29348.0","27880.6","264132.0","422611.2","475437.6","507133.44","528264.0"
"ap-southeast-1","windows","vpc","true","ecs.i1.14xlarge","42.05","7066.63","25238.0","23976.1","227142.0","363427.2","408855.6","436112.64","454284.0"
"ap-southeast-1","windows","vpc","true","ecs.d1ne.14xlarge","44.628","7496.77","26774.21","25435.5","240967.89","385548.62","433742.2","462658.35","481935.78"
"ap-southeast-1","windows","vpc","true","ecs.se1ne.14xlarge","53.83","8417.58","30062.81","28559.67","270565.29","432904.46","487017.52","519485.36","541130.58"
"ap-southeast-1","windows","vpc","true","ecs.se1.14xlarge","51.266","8016.67","28631.0","28631.0","292036.2","481000.8","515358.0","687144.0","858930.0"
"ap-southeast-1","windows","vpc","true","ecs.re4.20xlarge","80.24","11573.79","41335.0","41335.0","421617.0","694428.0","744030.0","992040.0","1240050.0"
"ap-southeast-1","windows","vpc","true","ecs.re4.40xlarge","160.46","23147.59","82670.0","82670.0","843234.0","1388856.0","1488060.0","1984080.0","2480100.0"
"ap-southeast-1","windows","vpc","true","ecs.n1.tiny","0.14","23.23","83.0","83.0","846.6","1394.4","1494.0","1992.0","2490.0"
"ap-southeast-1","windows","vpc","true","ecs.n1.small","0.272","46.19","165.0","165.0","1683.0","2772.0","2970.0","3960.0","4950.0"
"ap-southeast-1","windows","vpc","true","ecs.n2.small","0.708","101.91","364.0","364.0","3712.8","6115.2","6552.0","8736.0","10920.0"
"ap-southeast-1","windows","vpc","true","ecs.e3.small","0.869","127.39","455.0","455.0","4641.0","7644.0","8190.0","10920.0","13650.0"
"ap-southeast-1","windows","vpc","true","ecs.n1.medium","0.544","92.67","331.0","331.0","3376.2","5560.8","5958.0","7944.0","9930.0"
"ap-southeast-1","windows","vpc","true","ecs.sn1.medium","1.226","206.91","739.0","739.0","7537.8","12415.2","13302.0","17736.0","22170.0"
"ap-southeast-1","windows","vpc","true","ecs.sn2.medium","1.497","239.11","854.0","854.0","8710.8","14347.2","15372.0","20496.0","25620.0"
"ap-southeast-1","windows","vpc","true","ecs.n2.medium","1.414","203.83","728.0","728.0","7425.6","12230.4","13104.0","17472.0","21840.0"
"ap-southeast-1","windows","vpc","true","ecs.e3.medium","1.738","254.79","910.0","910.0","9282.0","15288.0","16380.0","21840.0","27300.0"
"ap-southeast-1","windows","vpc","true","ecs.n1.large","2.019","291.19","1040.0","1040.0","10608.0","17472.0","18720.0","24960.0","31200.0"
"ap-southeast-1","windows","vpc","true","ecs.sn1.large","2.458","413.83","1478.0","1478.0","15075.6","24830.4","26604.0","35472.0","44340.0"
"ap-southeast-1","windows","vpc","true","ecs.sn2.large","2.993","478.51","1709.0","1709.0","17431.8","28711.2","30762.0","41016.0","51270.0"
"ap-southeast-1","windows","vpc","true","ecs.n2.large","2.827","407.67","1456.0","1456.0","14851.2","24460.8","26208.0","34944.0","43680.0"
"ap-southeast-1","windows","vpc","true","ecs.e3.large","3.476","509.59","1820.0","1820.0","18564.0","30576.0","32760.0","43680.0","54600.0"
"ap-southeast-1","windows","vpc","true","ecs.n1.xlarge","4.038","582.39","2080.0","2080.0","21216.0","34944.0","37440.0","49920.0","62400.0"
"ap-southeast-1","windows","vpc","true","ecs.sn1.xlarge","4.915","826.55","2952.0","2952.0","30110.4","49593.6","53136.0","70848.0","88560.0"
"ap-southeast-1","windows","vpc","true","ecs.sn2.xlarge","5.986","956.75","3417.0","3417.0","34853.4","57405.6","61506.0","82008.0","102510.0"
"ap-southeast-1","windows","vpc","true","ecs.n2.xlarge","5.653","815.35","2912.0","2912.0","29702.4","48921.6","52416.0","69888.0","87360.0"
"ap-southeast-1","windows","vpc","true","ecs.e3.xlarge","6.952","1019.19","3640.0","3640.0","37128.0","61152.0","65520.0","87360.0","109200.0"
"ap-southeast-1","windows","vpc","true","ecs.n1.3xlarge","8.075","1164.79","4160.0","4160.0","42432.0","69888.0","74880.0","99840.0","124800.0"
"ap-southeast-1","windows","vpc","true","ecs.sn1.3xlarge","9.829","1653.11","5904.0","5904.0","60220.8","99187.2","106272.0","141696.0","177120.0"
"ap-southeast-1","windows","vpc","true","ecs.sn2.3xlarge","11.972","1913.51","6834.0","6834.0","69706.8","114811.2","123012.0","164016.0","205020.0"
"ap-southeast-1","windows","vpc","true","ecs.n2.3xlarge","11.304","1630.71","5824.0","5824.0","59404.8","97843.2","104832.0","139776.0","174720.0"
"ap-southeast-1","windows","vpc","true","ecs.e3.3xlarge","13.903","2038.39","7280.0","7280.0","74256.0","122304.0","131040.0","174720.0","218400.0"
"ap-southeast-1","windows","vpc","true","ecs.sn1.7xlarge","20.747","3529.11","12604.0","12604.0","128560.8","211747.2","226872.0","302496.0","378120.0"
"ap-southeast-1","windows","vpc","true","ecs.n1.7xlarge","16.148","2329.59","8320.0","8320.0","84864.0","139776.0","149760.0","199680.0","249600.0"
"ap-southeast-1","windows","vpc","true","ecs.sn2.7xlarge","23.944","3827.31","13669.0","13669.0","139423.8","229639.2","246042.0","328056.0","410070.0"
"ap-southeast-1","windows","vpc","true","ecs.n2.7xlarge","22.606","3261.43","11648.0","11648.0","118809.6","195686.4","209664.0","279552.0","349440.0"
"ap-southeast-1","windows","vpc","true","ecs.e3.7xlarge","27.805","4164.71","14874.0","14874.0","151714.8","249883.2","267732.0","356976.0","446220.0"
"ap-southeast-1","windows","vpc","true","ecs.sn2.13xlarge","41.901","6697.59","23920.0","23920.0","243984.0","401856.0","430560.0","574080.0","717600.0"
"ap-southeast-1","windows","classic","true","ecs.n1.tiny","0.14","23.23","83.0","83.0","846.6","1394.4","1494.0","1992.0","2490.0"
"ap-southeast-1","windows","classic","true","ecs.n1.small","0.272","46.19","165.0","165.0","1683.0","2772.0","2970.0","3960.0","4950.0"
"ap-southeast-1","windows","classic","true","ecs.n2.small","0.708","101.91","364.0","364.0","3712.8","6115.2","6552.0","8736.0","10920.0"
"ap-southeast-1","windows","classic","true","ecs.e3.small","0.869","127.39","455.0","455.0","4641.0","7644.0","8190.0","10920.0","13650.0"
"ap-southeast-1","windows","classic","true","ecs.n1.medium","0.544","92.67","331.0","331.0","3376.2","5560.8","5958.0","7944.0","9930.0"
"ap-southeast-1","windows","classic","true","ecs.n2.medium","1.414","203.83","728.0","728.0","7425.6","12230.4","13104.0","17472.0","21840.0"
"ap-southeast-1","windows","classic","true","ecs.e3.medium","1.738","254.79","910.0","910.0","9282.0","15288.0","16380.0","21840.0","27300.0"
"ap-southeast-1","windows","classic","true","ecs.n1.large","2.019","291.19","1040.0","1040.0","10608.0","17472.0","18720.0","24960.0","31200.0"
"ap-southeast-1","windows","classic","true","ecs.n2.large","2.827","407.67","1456.0","1456.0","14851.2","24460.8","26208.0","34944.0","43680.0"
"ap-southeast-1","windows","classic","true","ecs.e3.large","3.476","509.59","1820.0","1820.0","18564.0","30576.0","32760.0","43680.0","54600.0"
"ap-southeast-1","windows","classic","true","ecs.n1.xlarge","4.038","582.39","2080.0","2080.0","21216.0","34944.0","37440.0","49920.0","62400.0"
"ap-southeast-1","windows","classic","true","ecs.n2.xlarge","5.653","815.35","2912.0","2912.0","29702.4","48921.6","52416.0","69888.0","87360.0"
"ap-southeast-1","windows","classic","true","ecs.e3.xlarge","6.952","1019.19","3640.0","3640.0","37128.0","61152.0","65520.0","87360.0","109200.0"
"ap-southeast-1","windows","classic","true","ecs.n1.3xlarge","8.075","1164.79","4160.0","4160.0","42432.0","69888.0","74880.0","99840.0","124800.0"
"ap-southeast-1","windows","classic","true","ecs.n2.3xlarge","11.304","1630.71","5824.0","5824.0","59404.8","97843.2","104832.0","139776.0","174720.0"
"ap-southeast-1","windows","classic","true","ecs.e3.3xlarge","13.903","2038.39","7280.0","7280.0","74256.0","122304.0","131040.0","174720.0","218400.0"
"ap-southeast-1","windows","classic","true","ecs.n1.7xlarge","16.148","2329.59","8320.0","8320.0","84864.0","139776.0","149760.0","199680.0","249600.0"
"ap-southeast-1","windows","classic","true","ecs.n2.7xlarge","22.606","3261.43","11648.0","11648.0","118809.6","195686.4","209664.0","279552.0","349440.0"
"ap-southeast-1","windows","classic","true","ecs.e3.7xlarge","27.805","4164.71","14874.0","14874.0","151714.8","249883.2","267732.0","356976.0","446220.0"
"ap-south-1","windows","vpc","true","ecs.t5-lc2m1.nano","0.057","8.12","29.0","27.55","261.0","417.6","469.8","501.12","522.0"
"ap-south-1","windows","vpc","true","ecs.t5-lc1m1.small","0.107","15.12","54.0","51.3","486.0","777.6","874.8","933.12","972.0"
"ap-south-1","windows","vpc","true","ecs.t5-lc1m2.small","0.171","25.2","90.0","85.5","810.0","1296.0","1458.0","1555.2","1620.0"
"ap-south-1","windows","vpc","true","ecs.ic5.large","0.98","166.04","593.0","563.35","5337.0","8539.2","9606.6","10247.04","10674.0"
"ap-south-1","windows","vpc","true","ecs.t5-c1m1.large","0.285","40.88","146.0","138.7","1314.0","2102.4","2365.2","2522.88","2628.0"
"ap-south-1","windows","vpc","true","ecs.c5.large","1.029","174.77","624.17","592.96","5617.53","8988.05","10111.55","10785.66","11235.06"
"ap-south-1","windows","vpc","true","ecs.t5-lc1m2.large","0.341","49.56","177.0","168.15","1593.0","2548.8","2867.4","3058.56","3186.0"
"ap-south-1","windows","vpc","true","ecs.hfc5.large","1.238","210.15","750.52","712.99","6754.68","10807.49","12158.42","12968.99","13509.36"
"ap-south-1","windows","vpc","true","ecs.t5-c1m2.large","0.391","56.84","203.0","192.85","1827.0","2923.2","3288.6","3507.84","3654.0"
"ap-south-1","windows","vpc","true","ecs.g5.large","1.333","217.61","777.17","738.31","6994.53","11191.25","12590.15","13429.5","13989.06"
"ap-south-1","windows","vpc","true","ecs.hfg5.large","1.367","231.17","825.6","784.32","7430.4","11888.64","13374.72","14266.37","14860.8"
"ap-south-1","windows","vpc","true","ecs.t5-lc1m4.large","0.64","91.28","326.0","309.7","2934.0","4694.4","5281.2","5633.28","5868.0"
"ap-south-1","windows","vpc","true","ecs.t5-c1m4.large","0.725","104.16","372.0","353.4","3348.0","5356.8","6026.4","6428.16","6696.0"
"ap-south-1","windows","vpc","true","ecs.r5.large","1.549","246.22","879.37","835.4","7914.33","12662.93","14245.79","15195.51","15828.66"
"ap-south-1","windows","vpc","true","ecs.ic5.xlarge","1.95","332.08","1186.0","1126.7","10674.0","17078.4","19213.2","20494.08","21348.0"
"ap-south-1","windows","vpc","true","ecs.t5-c1m1.xlarge","0.569","82.04","293.0","278.35","2637.0","4219.2","4746.6","5063.04","5274.0"
"ap-south-1","windows","vpc","true","ecs.c5.xlarge","2.057","349.52","1248.27","1185.86","11234.43","17975.09","20221.97","21570.11","22468.86"
"ap-south-1","windows","vpc","true","ecs.t5-c1m2.xlarge","0.782","113.68","406.0","385.7","3654.0","5846.4","6577.2","7015.68","7308.0"
"ap-south-1","windows","vpc","true","ecs.hfc5.xlarge","2.469","420.29","1501.03","1425.98","13509.27","21614.83","24316.69","25937.8","27018.54"
"ap-south-1","windows","vpc","true","ecs.g5.xlarge","2.665","435.36","1554.87","1477.13","13993.83","22390.13","25188.89","26868.15","27987.66"
"ap-south-1","windows","vpc","true","ecs.hfg5.xlarge","2.72","462.33","1651.19","1568.63","14860.71","23777.14","26749.28","28532.56","29721.42"
"ap-south-1","windows","vpc","true","ecs.t5-c1m4.xlarge","1.449","208.6","745.0","707.75","6705.0","10728.0","12069.0","12873.6","13410.0"
"ap-south-1","windows","vpc","true","ecs.r5.xlarge","3.098","492.46","1758.8","1670.86","15829.2","25326.72","28492.56","30392.06","31658.4"
"ap-south-1","windows","vpc","true","ecs.i2.xlarge","3.09","500.36","1787.0","1697.65","16083.0","25732.8","28949.4","30879.36","32166.0"
"ap-south-1","windows","vpc","true","ecs.ic5.2xlarge","3.9","663.04","2368.0","2249.6","21312.0","34099.2","38361.6","40919.04","42624.0"
"ap-south-1","windows","vpc","true","ecs.t5-c1m1.2xlarge","1.13","163.8","585.0","555.75","5265.0","8424.0","9477.0","10108.8","10530.0"
"ap-south-1","windows","vpc","true","ecs.c5.2xlarge","4.106","697.93","2492.6","2367.97","22433.4","35893.44","40380.12","43072.13","44866.8"
"ap-south-1","windows","vpc","true","ecs.t5-c1m2.2xlarge","1.563","227.08","811.0","770.45","7299.0","11678.4","13138.2","14014.08","14598.0"
"ap-south-1","windows","vpc","true","ecs.hfc5.2xlarge","4.938","839.27","2997.39","2847.52","26976.51","43162.42","48557.72","51794.9","53953.02"
"ap-south-1","windows","vpc","true","ecs.g5.2xlarge","5.33","870.57","3109.19","2953.73","27982.71","44772.34","50368.88","53726.8","55965.42"
"ap-south-1","windows","vpc","true","ecs.t5-c1m4.2xlarge","2.898","417.2","1490.0","1415.5","13410.0","21456.0","24138.0","25747.2","26820.0"
"ap-south-1","windows","vpc","true","ecs.hfg5.2xlarge","5.432","923.2","3297.16","3132.3","29674.44","47479.1","53413.99","56974.92","59348.88"
"ap-south-1","windows","vpc","true","ecs.r5.2xlarge","6.196","985.06","3518.07","3342.17","31662.63","50660.21","56992.73","60792.25","63325.26"
"ap-south-1","windows","vpc","true","ecs.i2.2xlarge","6.17","1000.72","3574.0","3395.3","32166.0","51465.6","57898.8","61758.72","64332.0"
"ap-south-1","windows","vpc","true","ecs.ic5.3xlarge","5.85","994.56","3552.0","3374.4","31968.0","51148.8","57542.4","61378.56","63936.0"
"ap-south-1","windows","vpc","true","ecs.c5.3xlarge","6.159","1046.89","3738.9","3551.95","33650.1","53840.16","60570.18","64608.19","67300.2"
"ap-south-1","windows","vpc","true","ecs.hfc5.3xlarge","7.407","1258.91","4496.11","4271.3","40464.99","64743.98","72836.98","77692.78","80929.98"
"ap-south-1","windows","vpc","true","ecs.g5.3xlarge","7.995","1305.86","4663.79","4430.6","41974.11","67158.58","75553.4","80590.29","83948.22"
"ap-south-1","windows","vpc","true","ecs.hfg5.3xlarge","8.151","1384.82","4945.77","4698.48","44511.93","71219.09","80121.47","85462.91","89023.86"
